axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,time
0.6302377759849034,10.180795181151703,1.9351270330982056,3.048835744442603,-0.5957540224901346,3.474529832997252,-1.1965009355966667,-0.4130767260180212,2022-10-17T12:18:23.660000Z
-2.178561254697736,2.3349195465306702,-2.086690421785158,-0.18903395844195758,1.115660443533424,2.5103016803211755,-1.6764512387250194,-0.9174838588619415,2022-10-17T12:18:25.472000Z
1.5612829525255874,-1.2978892896259835,-11.076938616825569,-1.0216954409405044,-0.45377418766139077,-2.386152628198656,-1.0438007528344309,-0.0006316667826326214,2022-10-17T12:18:27.348000Z
1.9583902637257598,7.517661274970136,4.2911389859404565,2.055204512496452,-0.5462935346595741,-0.8006519132038159,2.081960327422234,0.44657454077490405,2022-10-17T12:18:29.222000Z
-4.081556079002603,-13.491528749713398,7.404933167677555,0.4520953609307117,-0.06264863474003102,0.7681470350810407,-0.25214158729915764,0.6220801397872183,2022-10-17T12:18:31.117000Z
-2.7262325104281517,-12.514127211027734,7.6931690447810475,0.8654595421708204,1.4831406128031739,-0.03694449088247587,-1.3378198543710909,-0.2995833152527184,2022-10-17T12:18:32.964000Z
0.26077945846229467,5.033579043413225,1.77782015068124,-0.13354797698054954,3.159634785013542,-2.213058438123543,1.7944925326132248,0.6822433165504617,2022-10-17T12:18:34.894000Z
-0.6668168732169083,0.4412907234671066,0.1415443843255928,-0.38549749598932537,1.0697592344123164,0.7089851882143994,4.145997554029256,-0.8076047902483876,2022-10-17T12:18:36.782000Z
-0.04134645593566766,1.6276769314210813,6.846172254760269,-0.17754114568548307,1.4988171583260403,0.06172469699297478,0.40979684214332823,-0.11137288875267365,2022-10-17T12:18:38.708000Z
-1.7880823898733744,-8.21949240235724,8.698572839446719,-1.869728239781676,-0.47713322016388904,3.212362837811183,2.3892775530189576,-0.12977556314350275,2022-10-17T12:18:40.529000Z
1.8306257565591897,-0.08141803365863698,5.828590847091448,-0.06363763939115352,-1.4776350903415008,-0.33647493491716707,2.007041281623378,0.4577720897033573,2022-10-17T12:18:42.456000Z
1.618392029062156,12.575320944018268,-5.023005780776925,0.4719367058905427,1.2046843539868617,1.990443729488254,-1.1660460041766298,0.5124130876071443,2022-10-17T12:18:44.383000Z
0.1316719340536996,5.210689463589713,0.9536034025891249,2.6401621948854093,0.25381600567180285,-1.996421315401639,0.05600354336128144,0.3836099309638987,2022-10-17T12:18:46.247000Z
2.3483183393788316,1.1234679890375463,2.199100451459385,0.17896690183545427,-2.8856442762616243,-1.6049879689720103,-2.4743575727861726,-0.47916371095186805,2022-10-17T12:18:48.128000Z
